Rider_ID,Initial_Location,Dropoff_Location,status,systemjoin,pickup,dropoff
r236,"[15.641455146789905, 17.550756426687194]","[16.894539124535807, 12.02531508576283]",Completed,8.37935346387751,,
r237,"[6.704840825507706, 11.87624000256547]","[18.1764846154671, 3.3245005746540546]",Abandoned,8.382755684164888,,
r238,"[11.382946763757552, 4.964825346307391]","[16.98806757675529, 11.388580048009569]",Completed,8.426873279106774,,
r239,"[10.550096343411667, 6.375595487925445]","[13.242469315222722, 16.263298926424227]",Completed,8.455087797994944,,
r240,"[10.106990605046331, 10.986033571845875]","[11.7320419957764, 19.807673856032846]",Abandoned,8.507574963932745,,
r241,"[13.804007605613931, 5.987587706368254]","[17.066243209220083, 14.34513535611131]",Completed,8.559157823602234,,
r242,"[12.505767885957473, 10.510693431295763]","[18.684482108612702, 19.66965932680222]",Completed,8.609061141765881,,
r243,"[16.499408673919195, 9.694049420892753]","[10.427599455753796, 18.222870661088358]",Completed,8.61675468333592,,
r244,"[19.468614756494325, 7.357664644047306]","[15.970669383371687, 15.526849794314682]",Completed,8.65700890858332,,
r245,"[16.676085893851376, 10.755874519481791]","[19.32267126256904, 5.483407503481588]",Completed,8.693111823255112,,
r246,"[14.08750701134007, 13.987850989479401]","[19.16388589651366, 8.263165616560759]",Completed,8.744384681872003,,
r247,"[14.913699563768905, 14.797964309559857]","[1.567068814881476, 0.25890667680790846]",Completed,8.757737795624328,,
r248,"[17.53586685733588, 17.06637258991918]","[6.374586639692019, 6.320803392889054]",Completed,8.771663065256197,,
r249,"[18.200239111257623, 19.705438486292902]","[11.596331633090545, 18.179019746541584]",Abandoned,8.78793375349606,,
r250,"[6.676437797462436, 11.868520195473724]","[4.403017705188715, 19.911449693166045]",Abandoned,8.78964365870758,,
r251,"[16.73432606221916, 14.989157723259716]","[12.972905823603913, 17.861972006805658]",Abandoned,8.812294724485824,,
r252,"[11.930113251662458, 5.766395713188455]","[8.068677757945174, 19.976182840918028]",Completed,8.836369094371108,,
r253,"[9.031265325697914, 19.34646055732468]","[8.524273357983926, 16.550739901624787]",Completed,8.847388099493676,,
r254,"[0.4767957895972441, 12.88517534102156]","[6.545083142777761, 16.2580408571865]",Completed,8.8843161797263,,
r255,"[9.886106921218223, 8.789990059508956]","[3.7207947641887973, 8.523128172431441]",Completed,8.892397304400948,,
r256,"[12.546724251655855, 14.059492579542464]","[9.56867767244769, 9.25924030997913]",Abandoned,8.8995038978544,,
r257,"[1.4996354499348863, 15.516953234531648]","[1.2856307687853996, 16.852641325331795]",Abandoned,8.901210942329547,,
r258,"[2.3436467089159496, 3.0574998857872893]","[8.008211225183576, 15.221847677412097]",Completed,8.917284121148427,,
r259,"[3.3900568199784664, 18.200001407066047]","[10.496924698649329, 3.4187255898375346]",Completed,8.933180571341271,,
r260,"[0.7019265356599069, 8.944985792370053]","[19.9189072181717, 5.8327787156728235]",Abandoned,8.958504091078435,,
r261,"[11.816038365773718, 18.986641401817096]","[8.930514084353437, 1.7182706006695292]",Abandoned,9.015141429106729,,
r262,"[13.150437472228397, 18.056718547417574]","[10.973227600956239, 3.114518784515743]",Abandoned,9.027585592915017,,
r263,"[15.77078578760771, 17.198674072671878]","[19.931068683005673, 13.80112422518394]",Abandoned,9.047115466639754,,
r264,"[9.67613340914799, 19.50827004606905]","[6.321925008761202, 11.657799840590963]",Abandoned,9.074536212969603,,
r265,"[17.557264883534597, 7.14766816309341]","[2.873958815505646, 18.870595042371917]",Abandoned,9.1509047264708,,
r266,"[6.50586000876925, 4.1483680309099675]","[15.994663590905834, 10.813860395567247]",Completed,9.160942018422032,,
r267,"[6.580265831858256, 11.250270086514963]","[7.724833364496453, 17.186111218600118]",Completed,9.19525134577101,,
r268,"[10.975099603930632, 0.7884782135307988]","[9.717839902641428, 15.252944330868745]",Completed,9.205206624685394,,
r269,"[11.434672691558433, 9.04399459292604]","[7.081767886646335, 6.7179333254838]",Completed,9.227533689782096,,
r270,"[0.4848443816779402, 16.381857161247048]","[6.477012709874284, 5.093571790828251]",Completed,9.309916314924997,,
r271,"[6.211556155848612, 7.465801290739815]","[6.953996853114854, 4.111039994242319]",Completed,9.327097631292279,,
r272,"[9.134882358856515, 0.7658135465562355]","[19.379026046641883, 9.093064610225749]",Completed,9.458573408491544,,
r273,"[5.561629998059139, 16.37527014852982]","[12.497117103870368, 19.798894350813843]",Completed,9.481244203086211,,
r274,"[4.5496709907861765, 5.965401237013794]","[13.73505752557013, 6.478474153048381]",Completed,9.49938014408996,,
r275,"[3.295804810160723, 10.867495572218788]","[0.2679519725480972, 7.2745847651289015]",Completed,9.535237334608322,,
r276,"[17.366905974350097, 12.166090953270688]","[2.529828238463381, 16.427529975758446]",Completed,9.547317306180624,,
r277,"[11.508954204154417, 2.299248796415201]","[7.243771651940454, 9.338128793320287]",Completed,9.548936771989668,,
r278,"[19.687825514486853, 18.91298449122895]","[13.86349207611574, 2.4276393288097053]",Abandoned,9.56088734371024,,
r279,"[8.838631636429824, 13.758111775020419]","[2.195583860512016, 0.19764043925728947]",Completed,9.641627515541144,,
r280,"[1.798242172251756, 2.399213092024546]","[10.464047646977733, 18.067874411021148]",Abandoned,9.650717811879097,,
r281,"[5.88233965209056, 11.467999414552501]","[16.325269928556814, 4.7953084824861065]",Completed,9.666860418018574,,
r282,"[19.51599887819541, 19.35343180629417]","[6.347931544450535, 0.729661382303799]",Completed,9.696948425602729,,
r283,"[4.844850850756779, 19.81674232494106]","[5.737618611848592, 5.881494708169662]",Completed,9.697210009555457,,
r284,"[16.907643930682788, 2.9427329652520595]","[5.932969940854798, 1.287593294216287]",Abandoned,9.764547602624466,,
r285,"[2.7664955989832585, 15.970197598165804]","[0.8379840555837181, 1.059508359197452]",Completed,9.768705793930806,,
r286,"[0.04297390611149421, 9.232665973804991]","[6.134976861558825, 0.13569617648726773]",Abandoned,9.77474542847612,,
r287,"[3.551691365155769, 19.381825916087095]","[8.139908662085869, 13.256695087641077]",Abandoned,9.797514804247731,,
r288,"[15.301618012980065, 0.8335227122180799]","[8.374247578304825, 14.950949980121724]",Completed,9.852655201098827,,
r289,"[12.500023236903232, 12.90414353831276]","[15.724621763852342, 14.867417067043968]",Abandoned,9.887617051765444,,
r290,"[15.764554498994661, 3.7223916619387687]","[7.106802263350922, 5.39587224754791]",Completed,9.893527686943413,,
r291,"[15.09402376181275, 19.24133943627858]","[8.88130118683927, 13.651500760191034]",Completed,9.954593912298156,,
r292,"[3.212945402023699, 2.81124439281381]","[17.681709947691015, 0.025080552651455257]",Completed,10.033650272072343,,
r293,"[17.85067806889266, 9.101603556833503]","[5.581732452546014, 16.189027438161176]",Abandoned,10.045528155788295,,
r294,"[14.307672405251203, 1.4514167267418898]","[13.276780381504265, 14.504357494822814]",Completed,10.070655471870497,,
r295,"[16.916159715710315, 12.254667212634187]","[7.652821113749804, 12.073360644309263]",Completed,10.079739390143809,,
r296,"[4.6021385852383485, 18.162673647756634]","[15.587671645118068, 10.11685483996793]",Abandoned,10.109520492441051,,
r297,"[9.436629927317561, 15.186168029988515]","[2.7381830971080645, 16.303369554156006]",Completed,10.15706765934441,,
r298,"[18.83122688025517, 9.270508250488458]","[5.876601148273249, 8.689359085846757]",Completed,10.22877762719328,,
r299,"[16.026265594235195, 16.495410387292914]","[9.045433854298924, 13.406919503614187]",Completed,10.243095702267196,,
r300,"[1.3401177575972256, 15.226409213034254]","[17.741513521223848, 10.339817156250831]",Completed,10.267637427753067,,
r301,"[9.99251209561843, 16.770390178392447]","[18.070026668185967, 3.7953797387636357]",Completed,10.312047993448923,,
r302,"[9.431854976036785, 19.50859747320115]","[10.054860869223825, 0.0342372221794518]",Completed,10.343809290279257,,
r303,"[15.830030414648286, 2.8621363084165075]","[4.68244135456313, 19.076245618594093]",Completed,10.411296702098063,,
r304,"[9.888721536408498, 8.782079209175075]","[3.1043395082048764, 15.336123305020891]",Abandoned,10.428749964775754,,
r305,"[19.82756048822168, 5.854451108081276]","[2.9586402857860272, 14.741061705500247]",Completed,10.486717466891898,,
r306,"[13.374341688124897, 6.393442231891095]","[19.8425172780092, 7.604544221592928]",Completed,10.512549838169821,,
r307,"[16.58619688514969, 9.986321911578464]","[13.779887230899417, 7.939450847440925]",Completed,10.543289250786716,,
r308,"[10.299495162249519, 4.337756335877372]","[7.118803289603841, 8.231251124007542]",Completed,10.571938365976909,,
r309,"[12.340612366647044, 0.2574873709288483]","[17.965398999821872, 15.916082940600543]",Completed,10.602795283980601,,
r310,"[9.68942580434209, 11.139117119968464]","[12.38121407351125, 17.5282106203761]",Completed,10.625610383337804,,
r311,"[9.671004046207976, 0.18758234456204503]","[18.858309880382976, 13.991329215578766]",Completed,10.679330716644513,,
r312,"[6.010932892734262, 19.15184499097251]","[10.162556503485112, 9.830868622869138]",Completed,10.743750159756928,,
r313,"[4.948673575182756, 10.608064641496139]","[9.769414730900941, 3.4618962076393056]",Abandoned,10.782472020546235,,
r314,"[17.52366242621376, 2.81452197357819]","[1.134111366660533, 14.488223743836246]",Completed,10.813731835140066,,
r315,"[12.894422683958878, 12.615341667394862]","[13.008219594638513, 9.787371868147133]",Completed,10.86343057452626,,
r316,"[14.47467058768245, 12.858467579308764]","[2.2481117295736475, 7.510837040088059]",Completed,10.881419525559064,,
r317,"[8.20611242607378, 18.30720434665547]","[15.177967081669873, 6.247644963809846]",Completed,10.911349406612509,,
r318,"[17.386401570414904, 5.460474601690342]","[9.753644546675348, 13.634997027891602]",Abandoned,10.980228335517753,,
r319,"[17.416408525849867, 8.946064488035644]","[13.382166726455107, 16.911182932957736]",Completed,11.042158611110967,,
r320,"[3.061746368837943, 2.4656544365062416]","[2.72491131700761, 19.762745413000356]",Abandoned,11.067434745065036,,
r321,"[3.8556234069937645, 12.810429958090602]","[9.351433520355625, 0.6130411579845441]",Completed,11.086429770974469,,
r322,"[5.074879951770939, 4.088613706904223]","[15.038193252334345, 17.018343379796505]",Completed,11.09873288741202,,
r323,"[18.340536301168434, 10.11201351435007]","[6.572263752147491, 12.989149655409491]",Completed,11.105991391357376,,
r324,"[0.8643343208076293, 19.38801684866918]","[16.326268280803745, 1.8855179518090814]",Abandoned,11.138444463409218,,
r325,"[13.264818202423672, 5.020110483359668]","[3.0991750504714033, 10.245783444765454]",Completed,11.17130922323421,,
r326,"[2.6184801160118165, 6.174697176061528]","[9.508963375400626, 2.660788964986851]",Abandoned,11.2861743019877,,
r327,"[14.281058953880235, 7.8511960580297995]","[0.3703750683862972, 7.661752009979661]",Abandoned,11.288831763191483,,
r328,"[3.9353338065927668, 5.480190505823479]","[1.0685944327819241, 11.755728815414837]",Abandoned,11.31118541597828,,
r329,"[11.495647884790163, 10.55533542324983]","[0.7115453390892235, 15.599366344934458]",Completed,11.319851111397552,,
r330,"[7.9885793237164275, 1.4451295188336521]","[8.3600848778325, 14.957166776654116]",Completed,11.370858660759975,,
r331,"[11.21638382465907, 0.9943516380585149]","[17.344596037958272, 11.940041211799732]",Completed,11.41449711991093,,
r332,"[14.08559962662429, 3.6303222301540217]","[5.824821966744091, 16.92689940320524]",Completed,11.447432138553461,,
r333,"[11.404160749395851, 9.277961194372995]","[13.654187134115105, 5.019347711903695]",Completed,11.475811685763523,,
r334,"[13.17199479929646, 16.876778640614095]","[18.08946758187902, 13.992728569746562]",Completed,11.48822366689186,,
r335,"[6.399795602591674, 16.492427517304144]","[15.48677877500673, 9.839391423957819]",Completed,11.491499968616518,,
r336,"[15.03136553433887, 2.3730480500129647]","[18.604914350323938, 1.967411756308568]",Completed,11.548828605298516,,
r337,"[16.250605897934122, 9.98693615198633]","[1.248940348602996, 5.9956360856923885]",Abandoned,11.577548689358476,,
r338,"[18.74642995668943, 6.604619153129818]","[12.58255701198802, 16.6395382896149]",Completed,11.643048650783204,,
r339,"[12.245278696342902, 18.519362184745557]","[16.978816418725028, 5.083717616635701]",Completed,11.667961192675655,,
r340,"[19.14754064105642, 12.444503069813415]","[0.03858289140148852, 1.6227781414036602]",Abandoned,11.679021087012636,,
r341,"[3.537812875838273, 13.009411538315366]","[1.4649226138352422, 4.923418906340615]",Completed,11.719945122449074,,
r342,"[12.589572338908251, 16.280761742270936]","[4.125469435148268, 13.598870189154173]",Abandoned,11.726404891302366,,
r343,"[14.928877789669563, 1.2817259544976722]","[4.117310185827494, 11.643152209990008]",Abandoned,11.748238728424163,,
r344,"[5.029854138040704, 5.6616669681549014]","[9.306164661665552, 9.825012278587922]",Abandoned,11.767309744049259,,
r345,"[1.9908541990230733, 8.759229692953225]","[3.957839630555211, 18.080417120027366]",Abandoned,11.774034872688732,,
r346,"[13.203482480394918, 12.491021284340647]","[15.578894841650206, 2.72964811125163]",Abandoned,11.809974181838243,,
r347,"[15.477388429862684, 14.577511458323887]","[0.026902652224394252, 10.473941758085125]",Abandoned,11.827642878338757,,
r348,"[7.328675681761132, 11.45931462594958]","[13.994093962634862, 1.6214592022299512]",Completed,11.838270411462531,,
r349,"[12.071542844738602, 12.084933142421619]","[4.437542822506517, 4.3320297161045485]",Abandoned,11.845307338746538,,
r350,"[18.808042906929614, 10.053797695733095]","[13.132701504843116, 14.315457194179185]",Completed,11.85781847488624,,
r351,"[5.919081815348104, 5.987344409042416]","[14.131378408909844, 12.074244938189729]",Abandoned,11.858871526796673,,
r352,"[4.322576823044669, 5.759404125701897]","[15.414224340315652, 2.9604334040532043]",Abandoned,11.896969009485758,,
r353,"[10.829822186259202, 8.490569184663773]","[15.647869642148724, 5.622549114986066]",Completed,11.939665939691823,,
r354,"[6.7114775194565475, 6.973626469459944]","[4.127714280238008, 8.638690122957168]",Abandoned,11.948363804104147,,
r355,"[6.630086150860468, 14.22880598758374]","[14.915723442033357, 1.7728731223061667]",Completed,12.02571492212385,,
r356,"[6.528514706193212, 13.560024401291786]","[12.433562759330343, 1.721575184898727]",Completed,12.067165314110524,,
r357,"[7.865395383748499, 13.408678296025956]","[17.53600068955144, 0.48996938184159067]",Completed,12.160884698846298,,
r358,"[4.6075168805075055, 17.502069217382367]","[12.278931084663592, 6.365205759243981]",Completed,12.26129005611227,,
r359,"[10.938882156590594, 12.028023923607744]","[12.821700247924607, 17.587978577522996]",Completed,12.294244847182348,,
r360,"[1.1219235559020446, 6.489364773434019]","[1.0820623448303257, 16.48375135100791]",Completed,12.343591713937391,,
r361,"[5.338075928770573, 0.4735012721152021]","[9.476722177728208, 11.780839025422711]",Completed,12.41623246463222,,
r362,"[6.235227956186302, 6.105158338649774]","[13.702669547601275, 15.001592143689326]",Completed,12.446740980378745,,
r363,"[15.132567085735344, 6.7616570626384975]","[18.246147672728302, 0.5222121060399454]",Completed,12.495662599833926,,
r364,"[14.279301652067451, 10.571426061060878]","[15.650757839075327, 0.9380419726556077]",Completed,12.507493155045248,,
r365,"[11.506251842290077, 4.0235777512286885]","[13.722838762416803, 13.047982705941541]",Completed,12.546795287900032,,
r366,"[19.908737370720903, 8.175212097115985]","[6.1385393421194205, 8.181249329673983]",Completed,12.55475864693453,,
r367,"[13.453427443578423, 9.929599289054103]","[10.978117437927814, 9.797328279607282]",Completed,12.602291576891934,,
r368,"[0.08606532667166933, 19.927541659950826]","[13.061966813560701, 10.5487616637738]",Completed,12.642007249232606,,
r369,"[18.234081020863627, 11.727680641559218]","[16.334542724006614, 9.494987820210362]",Completed,12.64801591666136,,
r370,"[5.969569153572949, 18.67126999478919]","[0.3264339838147956, 10.841188574435721]",Completed,12.661292511024978,,
r371,"[17.217641528013726, 5.094028302437417]","[17.1575804080026, 0.10750685007416605]",Completed,12.66318467288775,,
r372,"[11.630851495210417, 5.59012515329613]","[5.060871748422359, 1.8544403795787678]",Abandoned,12.666885267287533,,
r373,"[15.757235486868073, 15.545088219800347]","[6.628978518025628, 8.220735899817136]",Completed,12.678747544958695,,
r374,"[0.8022761406290946, 7.9378477745511695]","[9.34843027777417, 3.9633701235469943]",Completed,12.747323879231505,,
r375,"[9.75916931116293, 6.76876967587877]","[13.726274503639587, 4.080481344408544]",Completed,12.780222700880616,,
r376,"[3.761969429091234, 6.9078541508293885]","[14.064810531552428, 4.5666469827558265]",Completed,12.821069378154359,,
r377,"[16.12723732921803, 8.615727305965438]","[8.51581686120446, 5.7723477943787564]",Completed,12.881047315853477,,
r378,"[16.664373007837, 18.91706981622087]","[19.670049064615934, 2.954739009396403]",Completed,12.882498406010514,,
r379,"[4.2193310240563875, 17.362610785566602]","[0.17489674164313795, 7.25662262798134]",Completed,12.896395972136428,,
r380,"[18.14584534940211, 18.65874387903039]","[3.587680215126481, 15.830750996375045]",Abandoned,12.907477093198477,,
r381,"[14.65787361567866, 9.882094672821125]","[1.5804301570859303, 1.3728612319022004]",Abandoned,12.92612016134975,,
r382,"[8.897448375350903, 18.699719282115367]","[1.2431698448778317, 9.131800573785167]",Completed,12.930335328876144,,
r383,"[10.592104381418345, 17.245627865617802]","[19.526463375007676, 2.8073998044182935]",Completed,12.944926842883019,,
r384,"[5.323581539259948, 1.0230104744539203]","[1.7738262938431548, 9.691072584667017]",Completed,12.986982449712377,,
r385,"[14.600987207822367, 11.738561311801554]","[7.684022780690838, 17.338596898398777]",Completed,12.988503636425087,,
r386,"[6.641646325074171, 15.59972888455469]","[0.31455692420903514, 9.148161492891045]",Completed,13.036003429946781,,
r387,"[17.508818705738786, 4.729481883999562]","[9.304034701524452, 5.925223223312727]",Completed,13.053114430158358,,
r388,"[8.925461236192838, 6.16841632640921]","[13.41027458041257, 17.235507888408776]",Completed,13.077586134978016,,
r389,"[10.082209899783159, 1.6420299500004387]","[12.831014017317388, 13.447355975007852]",Completed,13.115285649098658,,
r390,"[2.25577214932976, 17.460290163859167]","[3.847719307639852, 8.883959642738727]",Completed,13.117888442041528,,
r391,"[10.864576605710301, 19.51295137944645]","[2.143676823510423, 8.104617222890164]",Completed,13.143924052144211,,
r392,"[7.842235932299133, 7.508103193279176]","[5.04917590003541, 18.661310407781993]",Completed,13.149647312952064,,
r393,"[5.228339771278961, 17.12809808303347]","[2.1003555708437105, 5.957184670203692]",Completed,13.214771385930824,,
r394,"[11.449561626840893, 12.698238110195417]","[7.360032232490223, 3.267552382401704]",Completed,13.257334323852819,,
r395,"[18.530325781176025, 18.453517742628808]","[9.183716083416758, 18.943040699579697]",Abandoned,13.293997962252313,,
r396,"[10.067425350934112, 10.356889154952809]","[10.395098480619412, 3.11741441384372]",Completed,13.31757918880977,,
r397,"[18.485861010127035, 18.568486609734048]","[6.806671466885019, 2.1219268065901886]",Abandoned,13.321488634120515,,
r398,"[7.129587748494437, 3.5836204730320587]","[12.929142811519084, 14.781230177195306]",Completed,13.389113154475746,,
r399,"[3.0859666053342316, 11.015084693438801]","[7.411783596548993, 6.591404838833743]",Completed,13.484417722700446,,
r400,"[3.6030911622609696, 1.5122792502042448]","[6.248210306708457, 6.337120311122806]",Abandoned,13.512107174446012,,
r401,"[14.01666642536664, 17.72313868070913]","[7.963887800441425, 13.296255544855741]",Completed,13.52173935313286,,
r402,"[12.79369512537674, 9.773644647062653]","[9.48316129837406, 9.005950181010366]",Completed,13.601623140049325,,
r403,"[15.082578281469413, 14.21494659371325]","[13.364234483776142, 13.702597736260238]",Completed,13.610588577959001,,
r404,"[5.740774652556797, 9.324396691063296]","[3.677329123717099, 4.235884082052593]",Completed,13.617126972783685,,
r405,"[11.552713190029216, 9.576296912808084]","[16.959106172750577, 18.755462108839914]",Completed,13.629703956616563,,
r406,"[17.898950432619586, 13.132074191230972]","[10.009233427298325, 13.297845950404849]",Completed,13.64596347945473,,
r407,"[13.745134134765317, 17.312624728474244]","[16.392983733882698, 5.096752872809585]",Completed,13.686668664593718,,
r408,"[18.410934623194887, 7.47919189615134]","[17.194722949511963, 15.022562982542455]",Abandoned,13.71236041656797,,
r409,"[19.517146365644024, 8.35722962145974]","[3.7704940909065487, 9.552767622069943]",Completed,13.72228011724611,,
r410,"[16.862009117726295, 13.348082041408432]","[0.5479028782439532, 4.502569754489185]",Completed,13.92612804533951,,
r411,"[0.9866177580599866, 2.2218789726721444]","[5.2982520749681905, 6.933339988780778]",Completed,13.945392687991841,,
r412,"[16.345085898466422, 10.493000095768288]","[11.62190897803691, 17.63551036522504]",Completed,14.012949149042424,,
r413,"[18.916031447871863, 1.0463572473927751]","[1.2999417738029306, 7.766885591949924]",Completed,14.029605199774524,,
r414,"[5.967417632551772, 13.76296929307583]","[5.3049271937856, 1.4955840016690614]",Completed,14.094490225123423,,
r415,"[7.867301386618868, 18.514199806844328]","[16.851629635592392, 7.561283499824317]",Completed,14.122049405498329,,
r416,"[10.089770318644058, 11.403725374610632]","[2.527979928943307, 14.7122442886923]",Completed,14.169791619009077,,
r417,"[2.6505664832173714, 8.915919114487414]","[10.879820500708206, 19.730325651492464]",Completed,14.225624132349246,,
r418,"[16.275629204329377, 4.30070649325727]","[15.800662140296062, 4.499273237056524]",Completed,14.291727117627293,,
r419,"[1.6544331439015725, 14.707441001555235]","[9.614210354641537, 14.376477521645064]",Completed,14.302489524218245,,
r420,"[11.309642913505566, 15.866007075635757]","[10.36646718176147, 10.179216609349632]",Completed,14.337755851908359,,
r421,"[8.594142940179312, 14.277160863242518]","[4.376242616205102, 19.895914481810916]",Completed,14.373616772546857,,
r422,"[1.1434657111774094, 15.562180841546098]","[11.863280286897327, 19.85097216723212]",Completed,14.387703066487461,,
r423,"[18.318831937404628, 15.223437480693427]","[0.9682991692319698, 16.710921868215966]",Completed,14.423782381568724,,
r424,"[16.34009742421378, 6.45325300677658]","[19.801983898904567, 2.370411493254745]",Completed,14.425523305003793,,
r425,"[13.40486199966481, 3.675452094105005]","[12.95931697448557, 9.17094453312247]",Completed,14.430121868427483,,
r426,"[1.0808685416774955, 3.595215948307273]","[9.730947131523154, 8.362406313085495]",Completed,14.45422351789903,,
r427,"[9.726311072187304, 0.4402424861763099]","[15.295886309858275, 16.802165530423892]",Completed,14.48441440278289,,
r428,"[15.187439684802555, 16.829639075463348]","[6.777222759817727, 9.316817925094991]",Completed,14.61061918695903,,
r429,"[18.672223217938434, 9.345042278567949]","[17.710447222341738, 16.131383346395005]",Completed,14.63061280509109,,
r430,"[10.037450108724231, 8.945854751218246]","[14.231621580202354, 0.9237664696286996]",Completed,14.663737611860656,,
r431,"[7.5500151778974605, 3.241388971593655]","[13.965002106348699, 19.88595203394694]",Completed,14.667030928995993,,
r432,"[17.856679396354988, 1.8262727573754334]","[7.194241268015043, 13.186315929051844]",Completed,14.681741887298704,,
r433,"[12.349434045840777, 5.120593789948256]","[5.531673592588266, 9.459448952866579]",Completed,14.793399244087002,,
r434,"[0.4907023803741284, 16.24353532899931]","[15.46067159969956, 11.726626360899566]",Completed,14.79484123632921,,
r435,"[9.044595235640262, 18.35192500519922]","[17.32770693551211, 0.8005303084058402]",Completed,14.881302750931273,,
r436,"[9.414146440080494, 19.419475574996934]","[2.6344649701185596, 18.2281726350835]",Completed,14.895256724503657,,
r437,"[16.251392005480415, 13.789397894014089]","[6.402394887399305, 15.930250241306682]",Completed,14.895460975206785,,
r438,"[6.127630633770931, 19.97896317551207]","[6.203032876326433, 6.091621826537763]",Completed,14.907652383242446,,
r439,"[14.450042367327017, 8.260149312835098]","[11.005397116011135, 16.33777840680538]",Completed,15.009283687333093,,
r440,"[10.477148185792252, 1.7925753695333535]","[13.95087682613786, 19.157769130083857]",Completed,15.044845613382435,,
r441,"[14.080626770254536, 1.9106808448948165]","[17.02696754850497, 6.88009236657245]",Completed,15.0675453221189,,
r442,"[10.248145539567531, 19.815703914275346]","[17.364269429426948, 16.686979045442676]",Completed,15.110712145096384,,
r443,"[4.579428070261022, 15.580239164051704]","[4.901803738584524, 1.7640870107156759]",Completed,15.133283324068126,,
r444,"[7.706917133110601, 17.97239905058388]","[10.117732025055599, 9.270028890835357]",Completed,15.214367593599102,,
r445,"[0.08292495671663014, 9.087221746110279]","[4.408645525399601, 14.271570238072297]",Completed,15.220315660752737,,
r446,"[12.951254318066264, 7.588101731159959]","[14.150871212878677, 3.6865474512955854]",Completed,15.246662908661879,,
r447,"[10.7952050525566, 14.129091554423344]","[13.357120875179282, 7.915237548928169]",Completed,15.308653076433448,,
r448,"[8.659107824404773, 0.6305520965444233]","[9.158767995976874, 17.40094575519216]",Completed,15.335846098339255,,
r449,"[3.237277756700787, 18.287086336419016]","[18.686260782374227, 14.984579357514745]",Completed,15.399192029730079,,
r450,"[3.249807095253916, 8.904932273847058]","[11.955538783537978, 8.617460887815385]",Completed,15.460986008562891,,
r451,"[8.643461664651833, 13.457758990328859]","[19.61106170807941, 12.556823929216511]",Abandoned,15.470115496584246,,
r452,"[15.065696190038388, 4.119320207866004]","[17.459768066407634, 7.187192531131073]",Completed,15.503141847787049,,
r453,"[0.7252567099792562, 7.570898756069113]","[19.581495366138284, 19.499118489777008]",Completed,15.508138873128615,,
r454,"[10.664666425119124, 1.5492794923242492]","[19.911852924816916, 11.516446725515195]",Completed,15.556155337037575,,
r455,"[15.44392801873051, 13.874271356276003]","[18.653641347695707, 6.900083915552811]",Abandoned,15.568054350862376,,
r456,"[1.466233156665162, 18.57169464189703]","[15.962777426033373, 19.139201354845436]",Completed,15.57815435079662,,
r457,"[18.32800890355387, 9.750673202325382]","[17.794025919239832, 13.317447616931306]",Completed,15.616821333872391,,
r458,"[13.013868273061577, 6.48175015686834]","[7.9004295977827965, 1.675402310309353]",Completed,15.640029000242517,,
r459,"[7.515005289135588, 6.082884780520963]","[4.880757541900593, 18.48715487960918]",Completed,15.649370582234752,,
r460,"[7.778222336863079, 11.179316588322994]","[11.141944718693505, 16.287542023668095]",Completed,15.666252944697566,,
r461,"[8.260861784373796, 8.384781700763089]","[6.736101622166708, 4.696816899459028]",Completed,15.667138949490322,,
r462,"[17.870763118287677, 19.931974114288643]","[8.494896301683422, 5.804031778854519]",Completed,15.808259290207197,,
r463,"[12.020886696159002, 0.10464966362367267]","[16.254294678100983, 12.18614611295215]",Completed,15.874115055738306,,
r464,"[12.265189628090836, 10.409415258407893]","[3.76928845802329, 6.629947514304757]",Completed,15.907367783603634,,
r465,"[6.035569586027871, 0.17589443421295092]","[16.317019542887813, 0.27659659149713356]",Completed,15.966495189929013,,
r466,"[18.079046515573552, 2.4477605030995297]","[6.382704685104508, 4.08498956944589]",Completed,15.982983381288442,,
r467,"[3.4168117151338295, 6.009743118520614]","[4.4636907141286315, 18.994089581435464]",Abandoned,15.983984345875283,,
r468,"[5.7501879926738075, 7.769501640558445]","[8.027187099476617, 11.135883108817946]",Completed,15.987718306231708,,
r469,"[13.935505575489131, 16.5940863806793]","[9.388730185726786, 18.769453532110855]",Completed,16.023375494560927,,
r470,"[16.7596361598943, 17.251042888483386]","[19.25327427745252, 8.915400304394826]",Abandoned,16.049365767498767,,
r471,"[13.925772599865454, 18.408584615019773]","[0.02540843390187897, 13.174043618067335]",Abandoned,16.050512932252076,,
r472,"[19.507731121668186, 2.5643897621879197]","[8.116788824749326, 12.428024575821354]",Completed,16.052986151996883,,
r473,"[6.406204690364574, 7.974327219269817]","[18.491450044742113, 11.738934116136894]",Abandoned,16.11140614493163,,
r474,"[11.819236906598263, 16.80751011766155]","[5.236909262040708, 12.3238533640225]",Completed,16.13362493616389,,
r475,"[16.28307411419533, 7.521823106290107]","[7.205809784399706, 7.4328025787330425]",Completed,16.172779898213506,,
r476,"[9.616938367873075, 11.391340201402585]","[11.55765767058368, 17.69789930129962]",Completed,16.178189097334787,,
r477,"[11.899723050713396, 11.346922054222235]","[11.262751674992288, 3.84970587824482]",Abandoned,16.198144969178337,,
r478,"[6.557685995745843, 9.000152474461338]","[13.525057880823045, 3.929109123298329]",Completed,16.201231150060263,,
r479,"[3.6211568098870206, 14.26606322483554]","[4.7841812606705725, 9.285092499300546]",Completed,16.215113345026438,,
